id,community_profile,name,angellist_url,logo_url,thumb_url,quality,product_desc,high_concept,follower_count,company_url,created_at,updated_at,crunchbase_url,twitter_url,blog_url,facebook_url,linkedin_url,video_url,markets,locations,company_size,company_type,status,screenshots
2662628,0,mandealR,https://angel.co/mandealr-1,https://d1qb2nb5cznatu.cloudfront.net/startups/i/2662628-82ab94d2772663e1e7cac39dfe390e38-medium_jpg.jpg?buster=1476120679,https://d1qb2nb5cznatu.cloudfront.net/startups/i/2662628-82ab94d2772663e1e7cac39dfe390e38-thumb_jpg.jpg?buster=1476120679,2,"Telco Expert, Marketing, Sales, Finances & Management, Transport, Assistant","Outsourced Jobs Marketplace",1,http://www.mandealr.com,2016-10-10T17:31:20.000Z,2016-10-10T17:33:56.000Z,,,,,,,E-Commerce,Libreville,,,,
1946065,0,"BIO NATURA GABON",https://angel.co/bio-natura-gabon,https://d1qb2nb5cznatu.cloudfront.net/startups/i/1946065-466be3e2bfc1562ddff0baec55e30f1e-medium_jpg.jpg?buster=1472038313,https://d1qb2nb5cznatu.cloudfront.net/startups/i/1946065-466be3e2bfc1562ddff0baec55e30f1e-thumb_jpg.jpg?buster=1472038313,4,"
my business is the development of natural products with very high growth potential in the sectors of industrial processing, bio science and bio technologies. My flagship product is the Okume resin that can be used in the manufacture of gum, adhesives, cosmetics, essential oils, incense, prostheses for the disabled, fibers, pharmaceuticals such as protéase inhibitors, anti inflammatory, anti parasitic and muscle toning
 this product is currently used by indigenous peoples as a source of renewable my business is being created, I have already conducted a feasibility study and a business plan, I have already contacted the company that Dior is the main buyer of this product known, it uses it to make his fragrances Dior luxury.
The group is ready to sign a contract with me as long as I present them a relevant record. secondly there is the French investment fund called IPAE that is interested in my project but wants to take minority stakes in capital until company who is in development stage"," processing of natural products very strong development potential ",2,http://http//ikoumss.blogplost.com,2016-08-24T11:31:53.000Z,2016-09-14T13:29:30.000Z,,,,,,,"Pharmaceuticals, Oil, Renewable Energies, Natural Food Manufacturers",Libreville,,,,
1483042,1,Whizsoft,https://angel.co/whizsoft,https://angel.co/images/shared/nopic_startup.png,https://angel.co/images/shared/nopic_startup.png,4,,,3,,2016-07-20T15:03:01.000Z,2018-05-19T09:08:20.000Z,,,,,,,"Media, Software, Printing, Web Development","Accra, Gabon",1-10,,,
1025711,0,"Coded Communication ",https://angel.co/coded-communication,https://d1qb2nb5cznatu.cloudfront.net/startups/i/1025711-501501a32bd1e17ef3f98d5450fb412c-medium_jpg.jpg?buster=1456012077,https://d1qb2nb5cznatu.cloudfront.net/startups/i/1025711-501501a32bd1e17ef3f98d5450fb412c-thumb_jpg.jpg?buster=1456012077,1,"Coded  Communication provides new ways to communicate via differents platforms. Such as the website www.gaboncelebrites.com   ,the newspaper ShowbizNews  or the Christian Newspaper Le chandelier . It gives you visibility beyond the limit .","Creativity, Innovation , Change maker ",1,http://www.gaboncelebrites.com,2016-02-20T23:47:58.000Z,2016-12-06T22:15:44.000Z,http://www.crunchbase.com/organization/%2Forganization%2Fcoded-communication,http://twitter.com/@codedcom,,"http://facebook.com/coded communication",,,Advertising,Libreville,1-10,,"First time on this platform. Hope to meet good people",
937193,0,LBVCAMPUS,https://angel.co/lbvcampus,https://d1qb2nb5cznatu.cloudfront.net/startups/i/937193-d78eb94c19a3c26b092ebcda07e37cb5-medium_jpg.jpg?buster=1449507772,https://d1qb2nb5cznatu.cloudfront.net/startups/i/937193-d78eb94c19a3c26b092ebcda07e37cb5-thumb_jpg.jpg?buster=1449507772,4,"LBVCAMPUS offers non-market services (publication of scholarship offers, internships, competitions dates, academic receipt). The business model is based primarily on the following commercial services:

• Rental of booth online (SalonCampus);
• Sale of advertising space (for advertisers);
• Sale of online courses (for young people: pupils, students).

The most important service releasing large profit margin is advertising for advertisers which represents 73.1% of sales. While leasing is 26.5% and sales of over 0.4%.

We plan after six months of operation of our website to provide our users and the wider youth community web Gabon mobile application (EduCampus) for our customers even more reach their targets.","LBVCAMPUS is the first youth web community in Gabon",3,http://www.lbvcampus.instapage.com,2015-12-07T14:50:14.000Z,2015-12-07T17:03:50.000Z,,,,http://www.facebook.com/lbvcampus,,,"Education, Mobile Advertising, Advertising Platforms",Libreville,,,,
585745,0,"SOCIETE FORESTIERE GABONAISE",https://angel.co/societe-forestiere-gabonaise-1,https://d1qb2nb5cznatu.cloudfront.net/startups/i/585745-cce92dbec5a66dfa791bdd7451013f9d-medium_jpg.jpg?buster=1421866629,https://d1qb2nb5cznatu.cloudfront.net/startups/i/585745-cce92dbec5a66dfa791bdd7451013f9d-thumb_jpg.jpg?buster=1421866629,1,"We are selling sawn african timber to world wood market, principally Asia and Europe.
Species: Kevazingo (bubinga), Sapelli, Iroko, Padouk, Azobe, Tali, Okoume etc...
The logs overproduction will be sold to other local sawmill.","Mobile Sawmill plant",2,http://www.amexhk.com,2015-01-21T17:52:52.000Z,2015-01-21T19:08:02.000Z,,,,,,,Wood,Libreville,11-50,,,"https://d2gn4xht817m0g.cloudfront.net/p/product_screenshots/images/original/000/460/851/460851-d5893b98e497e694fdcbc0d1d5913880db9b7055.png?1421863195, https://d2gn4xht817m0g.cloudfront.net/p/product_screenshots/images/original/000/460/854/460854-06966c1334920de9e666f4b22ce14f35deab76e3.png?1421863247, https://d2gn4xht817m0g.cloudfront.net/p/product_screenshots/images/original/000/460/856/460856-b63c1e68291de0c001bcfa9c94bcada5ca8704cb.png?1421863314"
